account_id,company_size,plan,monthly_revenue,tenure_months,login_count_30d,feature_adoption_pct,support_tickets_90d,nps_score,contract_end_days,last_login_days_ago,billing_failures_6m,integrations_active,onboarding_complete,cs_health_score,churned_90d
ACCT-1141,Small,Starter,560.73,2,10,11.5,2,5,243,5,0,3,false,9.0,0
ACCT-1142,Large,Business,989.26,2,8,34.3,0,10,258,1,0,2,False,9.0,0
ACCT-1143,Medium,Pro,433.44,5,10,25.2,3,MISSING,-4,7,1,0,true,8.0,1
ACCT-1144,Small,Starter,1001.45,37,14,22.5,4,9,274,5,0,0,False,5.0,0
ACCT-1145,Enterprise,Starter,3127.92,2,14,32.6,2,6,77,6,1,1,1,7.0,0
ACCT-1146,Large,Enterprise,1277.17,23,10,24.3,1,4,195,17,0,3,false,4.0,0
ACCT-1147,Large,Pro,640.04,2,14,24.8,3,MISSING,293,18,0,2,1,10.0,0
ACCT-1148,Enterprise,Pro,574.49,18,13,12.0,0,MISSING,324,5,0,2,false,5.0,0
ACCT-1149,Enterprise,Pro,500.03,8,11,44.4,2,7,-12,5,0,4,0,4.0,0
ACCT-1150,Large,Starter,1710.45,28,12,76.0,2,6,192,6,0,0,True,3.0,0
ACCT-1151,Large,Starter,402.68,5,12,2.7,1,10,250,6,1,2,False,1.0,1
ACCT-1152,Large,Starter,689.65,18,19,32.6,1,N/A,73,24,1,0,true,5.0,0
ACCT-1153,Large,Starter,692.95,5,19,37.6,0,8,301,8,0,7,false,2.0,0
ACCT-1154,Medium,Business,445.22,23,9,48.1,2,10,301,3,0,1,0,6.0,0
ACCT-1155,Large,Pro,221.86,37,16,15.3,2,N/A,331,6,1,1,0,5.0,0
ACCT-1156,Small,Business,861.25,2,15,36.5,2,MISSING,258,8,0,4,True,2.0,0
ACCT-1157,Enterprise,Business,633.46,36,9,44.1,2,4,6,8,0,3,0,8.0,0
ACCT-1158,Enterprise,Starter,992.47,16,8,61.6,1,MISSING,317,7,2,2,0,5.0,0
ACCT-1159,Small,Pro,434.03,2,9,37.2,1,8,349,2,0,1,True,2.0,0
ACCT-1160,Large,Pro,1766.33,10,14,53.9,1,N/A,213,0,0,1,False,1.0,0
ACCT-1161,Small,Business,329.83,3,13,50.7,3,9,12,3,1,2,0,2.0,0
ACCT-1162,Small,Starter,2616.6,22,15,61.7,4,9,95,4,0,1,false,1.0,0
ACCT-1163,Large,Pro,164.33,26,14,36.8,1,N/A,-22,1,1,3,true,10.0,0
ACCT-1164,Small,Pro,941.82,2,9,7.5,1,8,-17,13,0,2,true,,0
ACCT-1165,Large,Starter,972.96,13,13,65.6,4,4,100,3,0,0,true,3.0,1
ACCT-1166,Large,Starter,351.97,30,15,11.5,1,9,294,20,0,2,1,3.0,1
ACCT-1167,Medium,Pro,934.04,50,10,32.4,1,9,153,1,0,2,1,10.0,0
ACCT-1168,Small,Business,1851.25,13,14,55.9,1,5,251,0,0,3,false,1.0,0
ACCT-1169,Small,Starter,112.9,54,11,31.0,1,MISSING,352,5,0,1,0,7.0,0
ACCT-1170,Medium,Pro,994.46,14,11,75.2,2,5,22,2,0,5,0,10.0,0
ACCT-1171,MISSING,Starter,90.5,9,10,28.3,0,8,10,22,0,2,true,7.0,0
ACCT-1172,Medium,Business,307.19,34,14,41.6,1,4,307,0,1,1,True,9.0,0
ACCT-1173,Small,Starter,2448.75,12,7,36.5,2,9,327,4,0,2,0,5.0,0
ACCT-1174,Medium,Business,417.62,11,17,41.8,0,7,-10,21,0,2,true,4.0,0
ACCT-1175,Medium,Starter,260.06,12,16,18.0,2,9,346,4,0,2,false,5.0,1
ACCT-1176,Large,Starter,567.73,34,16,53.9,2,5,264,1,1,1,true,8.0,0
ACCT-1177,Small,Starter,3478.39,32,12,36.3,2,2,177,3,0,1,False,8.0,0
ACCT-1178,Large,Starter,153.65,9,11,58.1,0,N/A,120,6,1,2,true,,0
ACCT-1179,Medium,Pro,286.85,7,10,22.9,1,10,38,2,0,3,0,8.0,1
ACCT-1180,MISSING,Starter,2203.82,12,12,61.7,1,7,300,5,1,4,0,,0
ACCT-1181,Small,Business,2939.99,15,15,8.7,2,1,287,14,0,1,True,,1
ACCT-1182,Medium,Starter,612.32,5,15,61.7,1,MISSING,270,16,0,1,false,8.0,0
ACCT-1183,Enterprise,Starter,246.84,28,6,32.7,3,4,-4,0,1,2,false,2.0,0
ACCT-1184,Small,Starter,3557.01,12,14,38.1,1,MISSING,85,1,0,0,True,4.0,0
ACCT-1185,Enterprise,Starter,2381.66,7,17,26.0,4,8,111,3,1,3,false,1.0,0
ACCT-1186,Large,Starter,1145.0,2,13,40.4,0,7,10,7,0,4,true,1.0,0
ACCT-1187,Small,Pro,347.26,5,12,17.8,0,N/A,75,4,0,2,false,8.0,1
ACCT-1188,Small,Pro,639.56,54,18,42.9,1,MISSING,43,15,0,2,true,4.0,0
ACCT-1189,Large,Pro,585.06,7,12,30.8,1,7,29,10,0,4,false,,1
ACCT-1190,Small,Pro,866.69,3,9,46.1,1,8,267,1,1,0,0,5.0,0
ACCT-1191,Medium,Pro,2123.46,11,11,26.4,5,8,91,8,0,2,true,10.0,0
ACCT-1192,Small,Starter,1344.17,7,12,55.6,0,MISSING,172,1,0,1,true,6.0,0
ACCT-1193,Medium,Pro,280.93,1,14,79.0,0,N/A,-20,2,0,1,0,4.0,0
ACCT-1194,Small,Enterprise,2000.59,7,13,41.8,1,6,116,2,0,0,True,4.0,0
ACCT-1195,Enterprise,Pro,854.49,14,8,46.8,0,5,185,2,0,2,True,,0
ACCT-1196,MISSING,Pro,1152.46,14,9,22.3,3,6,343,8,0,4,0,,0
ACCT-1197,MISSING,Starter,2150.02,8,8,36.0,2,6,290,7,1,2,1,9.0,1
ACCT-1198,Large,Business,273.35,11,8,30.5,2,6,272,2,0,2,True,10.0,0
ACCT-1199,Small,Business,646.35,60,15,56.9,1,10,-17,37,0,0,true,3.0,1
ACCT-1200,Large,Pro,434.78,9,12,40.9,0,3,36,4,2,3,true,4.0,0
ACCT-1201,Small,Enterprise,189.75,5,13,11.2,2,8,149,1,0,1,false,9.0,0
ACCT-1202,Small,Starter,877.76,5,12,26.3,2,10,334,1,0,3,false,5.0,0
ACCT-1203,Small,Starter,4960.42,11,18,86.9,0,6,211,7,0,6,1,,0
ACCT-1204,Medium,Business,152.62,26,13,54.3,0,2,129,31,1,4,true,,0
ACCT-1205,Large,Business,648.18,4,19,7.0,1,3,-21,7,0,0,1,1.0,1
ACCT-1206,Large,Starter,1110.35,22,10,57.8,3,4,93,24,0,1,true,10.0,0
ACCT-1207,Medium,Starter,733.97,1,11,26.2,2,MISSING,242,5,0,1,True,1.0,0
ACCT-1208,Small,Starter,607.59,10,16,56.4,4,10,210,5,0,2,false,5.0,0
ACCT-1209,MISSING,Starter,235.24,27,14,58.4,1,2,112,6,0,3,0,5.0,0
ACCT-1210,Medium,Business,801.3,7,10,30.3,3,8,322,10,0,0,0,9.0,1
ACCT-1211,Medium,Pro,363.07,15,14,62.4,2,6,136,4,0,5,1,1.0,0
ACCT-1212,Small,Starter,115.36,4,8,39.9,0,9,26,16,0,0,False,,0
ACCT-1213,Large,Starter,1729.65,24,9,31.5,0,9,107,0,0,6,0,3.0,0
ACCT-1214,Large,Starter,1431.83,1,12,45.9,2,9,296,5,0,0,true,,0
ACCT-1215,Small,Starter,693.21,34,10,39.1,2,7,322,6,0,2,True,7.0,0
ACCT-1216,Small,Pro,798.92,4,11,63.9,2,4,-14,7,2,4,False,,0
ACCT-1217,Large,Enterprise,1570.98,37,8,29.4,1,N/A,301,3,0,3,True,10.0,0
ACCT-1218,Large,Business,795.9,8,16,19.7,3,MISSING,242,4,0,1,True,5.0,0
ACCT-1219,Small,Starter,1370.89,23,11,65.7,2,MISSING,336,5,0,3,true,,0
ACCT-1220,MISSING,Business,524.27,7,14,53.8,1,2,345,9,0,3,True,7.0,0
ACCT-1221,Small,Business,1899.96,43,14,39.8,4,N/A,344,12,0,2,1,,0
ACCT-1222,Medium,Business,859.74,2,15,27.4,2,N/A,303,11,0,3,False,3.0,0
ACCT-1223,Enterprise,Pro,776.85,4,12,47.1,0,MISSING,-28,3,2,1,True,7.0,0
ACCT-1224,Medium,Starter,240.8,12,12,36.4,1,6,212,60,0,1,0,5.0,0
ACCT-1225,Medium,Starter,836.78,2,17,53.3,1,N/A,77,15,0,2,0,7.0,0
ACCT-1226,Medium,Starter,341.87,4,10,15.6,2,2,20,2,0,0,True,9.0,0
ACCT-1227,Small,Starter,399.16,52,7,52.0,2,10,339,2,1,3,false,9.0,0
ACCT-1228,MISSING,Starter,346.44,60,13,50.7,1,7,319,3,0,1,false,3.0,0
ACCT-1229,Medium,Pro,283.44,8,17,39.2,1,N/A,143,5,0,4,1,8.0,0
ACCT-1230,Enterprise,Business,3640.28,46,7,30.8,1,MISSING,85,15,0,2,0,6.0,0
ACCT-1231,Small,Pro,1929.61,14,12,26.3,1,7,152,12,1,4,false,4.0,1
ACCT-1232,Small,Starter,3091.14,6,10,20.7,0,9,330,15,0,1,True,4.0,0
ACCT-1233,Small,Enterprise,250.06,22,14,57.1,2,3,324,3,1,0,0,,0
ACCT-1234,Large,Enterprise,704.16,19,12,53.9,3,8,123,7,1,1,True,7.0,0
ACCT-1235,Medium,Business,236.32,60,20,45.9,2,7,216,3,0,3,False,6.0,0
ACCT-1236,Enterprise,Enterprise,381.25,6,12,69.7,0,5,45,1,0,2,0,,0
ACCT-1237,Medium,Pro,319.1,20,11,40.3,3,MISSING,213,9,1,3,false,5.0,0
ACCT-1238,MISSING,Enterprise,1793.04,1,6,39.4,2,4,50,1,1,2,true,5.0,0
ACCT-1239,Small,Starter,484.45,2,10,35.1,0,10,198,9,1,0,false,6.0,0
ACCT-1240,Enterprise,Starter,1563.53,1,12,46.8,2,MISSING,41,8,0,2,True,7.0,0
ACCT-1241,Large,Starter,1078.47,60,6,63.4,0,MISSING,187,13,0,1,False,8.0,0
ACCT-1242,Large,Starter,4200.3,29,13,29.0,2,N/A,212,1,0,1,false,10.0,0
ACCT-1243,Large,Starter,203.66,28,12,43.6,1,5,336,12,0,2,False,,0
ACCT-1244,Large,Pro,1821.45,13,12,27.3,2,MISSING,283,58,1,2,false,5.0,1
ACCT-1245,Medium,Business,1664.29,6,10,34.5,2,6,47,15,0,0,1,2.0,0
ACCT-1246,Small,Pro,305.3,3,19,14.5,3,MISSING,127,11,0,3,True,10.0,0
ACCT-1247,Small,Starter,1488.77,6,6,12.6,1,N/A,17,9,0,1,True,8.0,0
ACCT-1248,Enterprise,Business,870.37,8,17,39.6,1,N/A,281,4,0,2,true,6.0,0
ACCT-1249,Medium,Pro,554.47,25,10,40.4,3,3,267,10,0,2,True,3.0,0
ACCT-1250,Large,Starter,344.07,14,11,30.0,2,10,-7,10,1,2,true,4.0,0
ACCT-1251,Medium,Pro,374.17,1,13,49.6,2,MISSING,79,8,1,1,True,1.0,0
ACCT-1252,Small,Starter,3428.4,1,8,33.1,0,MISSING,21,13,0,2,false,3.0,0
ACCT-1253,Small,Starter,665.51,2,10,35.3,3,0,259,5,0,4,false,4.0,0
ACCT-1254,Large,Enterprise,1243.52,10,10,18.9,1,MISSING,228,1,0,2,1,2.0,1
ACCT-1255,Medium,Starter,353.29,49,8,45.3,2,1,293,7,0,5,false,6.0,0
ACCT-1256,Small,Pro,356.42,18,15,63.3,0,10,108,2,1,3,False,8.0,1
ACCT-1257,Medium,Business,1580.64,29,13,41.9,2,N/A,275,4,0,2,false,6.0,0
ACCT-1258,Small,Business,225.96,11,7,23.6,1,3,307,0,1,2,true,,0
ACCT-1259,Medium,Starter,477.15,8,14,35.0,3,1,244,4,1,2,0,3.0,0
ACCT-1260,Small,Starter,683.5,2,16,25.9,2,N/A,13,13,1,5,1,9.0,0
ACCT-1261,Large,Starter,727.12,38,14,40.5,2,8,228,6,0,2,0,4.0,0
ACCT-1262,Small,Pro,576.36,28,11,23.4,1,3,82,0,0,0,0,6.0,0
ACCT-1263,Medium,Pro,912.93,3,12,33.2,3,N/A,196,5,0,7,False,4.0,0
ACCT-1264,Small,Starter,1157.81,13,11,57.0,1,MISSING,34,3,0,4,False,,1
ACCT-1265,Small,Enterprise,1197.16,12,5,29.9,2,10,132,5,1,1,True,2.0,0
ACCT-1266,Medium,Pro,302.28,18,11,25.8,2,4,133,4,0,5,true,10.0,1
ACCT-1267,Medium,Starter,529.89,53,14,41.3,2,0,135,22,1,0,0,2.0,0
ACCT-1268,Medium,Pro,1729.89,16,4,67.6,1,N/A,8,0,0,3,false,2.0,0
ACCT-1269,Small,Pro,1360.65,14,9,69.1,1,9,122,9,1,0,false,2.0,0
ACCT-1270,Large,Starter,221.79,1,8,23.2,1,10,289,15,0,4,True,8.0,1
ACCT-1271,Enterprise,Starter,881.11,1,19,53.8,3,MISSING,329,26,0,2,false,10.0,0
ACCT-1272,Large,Business,136.65,4,8,22.4,1,8,238,2,0,4,False,,0
ACCT-1273,Small,Pro,690.59,1,10,65.3,2,4,293,6,0,0,false,4.0,0
ACCT-1274,Medium,Pro,3035.75,24,12,80.4,1,MISSING,295,0,0,1,0,10.0,0
ACCT-1275,Small,Pro,311.59,23,15,57.2,2,9,44,6,0,1,false,10.0,0
ACCT-1276,Small,Starter,341.22,3,9,51.2,3,10,226,1,1,1,False,3.0,0
ACCT-1277,MISSING,Starter,1225.65,33,12,31.8,1,MISSING,169,15,1,2,true,5.0,0
ACCT-1278,Small,Pro,193.59,3,9,41.3,3,MISSING,67,1,1,4,0,4.0,0
ACCT-1279,Medium,Starter,400.93,6,8,75.1,1,9,73,6,1,4,true,7.0,0
ACCT-1280,Medium,Starter,1071.86,5,14,34.6,2,6,341,6,0,0,False,10.0,0
ACCT-1281,Large,Business,400.44,8,16,9.4,0,MISSING,362,29,0,2,False,7.0,1
ACCT-1282,Medium,Enterprise,550.72,5,9,42.7,3,N/A,133,9,0,3,0,6.0,0
ACCT-1283,Small,Business,1206.34,12,14,44.7,2,8,82,3,0,1,1,7.0,0
ACCT-1284,Small,Business,931.91,9,17,10.9,3,9,72,2,0,0,1,7.0,0
ACCT-1285,Medium,Starter,823.41,60,14,3.2,0,8,6,1,0,0,false,8.0,0
ACCT-1286,Small,Enterprise,507.1,1,11,29.3,0,MISSING,75,11,0,0,0,1.0,0
ACCT-1287,Medium,Starter,894.31,3,11,15.9,0,9,156,9,0,2,0,3.0,0
ACCT-1288,Small,Enterprise,602.46,1,11,18.8,2,MISSING,333,8,0,1,false,3.0,0
ACCT-1289,Small,Enterprise,959.34,18,13,28.7,3,MISSING,-10,0,0,1,1,,0
ACCT-1290,Medium,Business,446.95,1,8,34.9,1,MISSING,117,12,0,1,false,10.0,0
ACCT-1291,Small,Enterprise,574.76,33,7,54.0,0,N/A,98,8,0,1,true,7.0,0
ACCT-1292,Medium,Pro,301.28,13,10,55.1,0,MISSING,156,27,1,4,true,10.0,0
ACCT-1293,Large,Starter,646.77,13,19,28.9,1,8,253,7,1,1,True,,0
ACCT-1294,Large,Pro,347.65,15,11,50.4,1,3,168,3,1,1,1,4.0,0
ACCT-1295,Small,Pro,272.81,3,12,27.5,1,MISSING,204,4,0,1,true,,0
ACCT-1296,Small,Starter,818.05,4,10,64.9,0,9,77,2,0,1,True,7.0,0
ACCT-1297,Small,Pro,788.55,7,11,55.0,5,4,-22,10,1,3,False,4.0,1
ACCT-1298,Medium,Enterprise,1244.26,16,15,14.7,2,3,195,10,0,2,0,8.0,0
ACCT-1299,Large,Starter,471.11,4,13,38.4,1,4,178,2,0,2,true,5.0,0
ACCT-1300,Small,Business,921.91,2,10,15.3,2,N/A,214,1,0,3,True,3.0,0
ACCT-1301,Enterprise,Enterprise,1033.43,60,9,46.9,1,N/A,257,1,0,2,false,2.0,0
ACCT-1302,Small,Enterprise,949.39,1,12,90.0,1,5,35,19,0,1,0,1.0,0
ACCT-1303,Medium,Enterprise,343.6,29,19,24.3,2,MISSING,325,2,0,3,True,4.0,0
ACCT-1304,Large,Pro,749.56,28,13,42.5,0,6,122,3,2,0,true,2.0,0
ACCT-1305,Enterprise,Enterprise,890.08,6,13,39.7,1,N/A,160,3,0,4,false,,0
ACCT-1306,Large,Business,668.97,3,9,26.3,0,9,187,4,0,3,false,1.0,0
ACCT-1307,Large,Starter,125.31,3,10,52.2,0,N/A,123,10,0,3,True,6.0,0
ACCT-1308,Small,Pro,756.26,22,4,90.8,2,8,246,16,0,1,True,4.0,0
ACCT-1309,Large,Business,3905.05,19,14,31.6,1,7,51,2,0,2,true,5.0,0
ACCT-1310,Small,Starter,498.68,27,11,30.7,2,MISSING,190,9,2,4,false,8.0,0
ACCT-1311,Enterprise,Pro,371.5,50,11,70.1,3,1,249,3,0,3,1,4.0,0
ACCT-1312,Medium,Pro,896.66,21,11,33.6,2,MISSING,80,32,1,1,True,,0
ACCT-1313,Large,Starter,853.98,3,19,47.7,2,10,61,3,0,0,1,3.0,0
ACCT-1314,Medium,Pro,1727.08,5,12,13.6,0,8,-19,0,0,1,1,8.0,0
ACCT-1315,Medium,Business,243.16,33,12,32.6,3,10,108,6,0,0,false,3.0,0
ACCT-1316,Medium,Pro,1194.05,4,10,11.6,0,4,124,1,0,5,true,,0
ACCT-1317,Large,Starter,1066.71,1,12,25.5,1,9,-8,0,0,2,1,7.0,0
ACCT-1318,Small,Starter,593.65,22,10,26.2,1,MISSING,189,10,1,2,true,3.0,0
ACCT-1319,Small,Starter,872.14,9,11,44.9,0,6,317,11,0,2,True,,0
ACCT-1320,Small,Enterprise,1515.6,45,11,56.5,1,N/A,206,5,0,0,false,10.0,0
ACCT-1321,Small,Starter,1336.56,19,11,47.3,2,8,222,9,1,1,False,10.0,0
ACCT-1322,Enterprise,Pro,266.56,2,9,8.1,0,10,152,6,0,0,false,8.0,1
ACCT-1323,Small,Starter,1281.94,53,12,20.9,1,5,167,8,1,2,False,3.0,0
ACCT-1324,MISSING,Starter,631.6,5,15,32.0,4,8,139,7,0,5,0,2.0,0
ACCT-1325,Small,Business,705.07,7,14,39.9,3,MISSING,92,9,0,1,True,5.0,0
ACCT-1326,Small,Business,705.25,9,10,6.7,2,5,3,2,0,1,true,7.0,0
ACCT-1327,Large,Starter,589.81,1,10,67.3,2,10,350,3,0,3,True,8.0,0
ACCT-1328,Large,Pro,1725.66,12,9,27.4,4,9,282,5,1,1,false,1.0,0
ACCT-1329,Medium,Starter,622.05,2,12,22.1,2,9,-28,5,0,1,False,2.0,1
ACCT-1330,Medium,Pro,271.61,9,9,42.3,2,10,-25,12,0,1,0,7.0,0
ACCT-1331,Large,Pro,485.5,8,8,10.7,1,9,273,4,0,2,False,9.0,0
ACCT-1332,Small,Starter,767.36,27,15,14.6,2,0,71,1,0,3,false,3.0,0
ACCT-1333,MISSING,Starter,1778.23,29,14,39.0,1,MISSING,161,2,1,2,false,8.0,0
ACCT-1334,MISSING,Starter,1077.58,3,16,38.4,3,MISSING,345,2,1,2,True,10.0,1
ACCT-1335,Large,Enterprise,336.83,8,8,62.7,4,5,-18,11,0,3,1,3.0,0
ACCT-1336,Small,Enterprise,4856.88,8,12,10.1,2,8,5,5,0,2,False,4.0,0
ACCT-1337,Large,Starter,822.07,3,15,69.6,2,N/A,39,10,1,2,false,2.0,0
ACCT-1338,Small,Business,1845.14,29,14,36.4,0,MISSING,258,4,0,4,True,9.0,0
ACCT-1339,Small,Starter,589.12,22,10,26.7,0,MISSING,74,18,0,1,1,5.0,0
ACCT-1340,Small,Starter,1019.11,4,16,35.4,0,MISSING,173,33,0,3,true,5.0,0
ACCT-1341,Medium,Business,1301.89,8,9,75.0,3,4,282,9,0,4,false,4.0,0
ACCT-1342,Enterprise,Enterprise,1762.62,2,15,33.0,2,MISSING,24,16,0,2,1,5.0,0
ACCT-1343,Large,Enterprise,1549.82,18,10,48.5,2,MISSING,76,6,0,3,true,1.0,0
ACCT-1344,Large,Pro,1336.43,2,12,15.5,0,7,110,22,1,2,0,,0
ACCT-1345,Medium,Starter,516.94,60,9,28.9,4,8,194,14,0,2,true,10.0,0
ACCT-1346,Small,Business,420.99,27,8,58.7,3,8,276,38,1,3,True,6.0,1
ACCT-1347,Medium,Starter,867.91,9,18,24.6,1,10,317,8,0,3,False,4.0,0
ACCT-1348,MISSING,Pro,1403.19,16,17,55.1,2,6,278,12,1,4,false,,0
ACCT-1349,Small,Starter,556.59,44,13,33.7,2,0,5,6,0,2,1,,0
ACCT-1350,Enterprise,Pro,1559.53,15,15,77.7,3,4,102,2,0,1,0,1.0,0
ACCT-1351,Medium,Starter,2126.2,3,8,73.0,0,8,344,4,0,3,0,,0
ACCT-1352,Medium,Starter,319.56,9,15,48.0,0,6,-6,18,0,1,true,,0
ACCT-1353,Large,Enterprise,340.52,33,11,15.3,1,N/A,306,0,0,1,0,3.0,0
ACCT-1354,Medium,Starter,594.49,19,10,7.3,5,3,6,7,0,1,False,5.0,1
ACCT-1355,Enterprise,Pro,850.73,19,12,12.7,2,MISSING,-12,4,0,3,true,10.0,1
ACCT-1356,Enterprise,Starter,437.18,36,6,26.4,0,MISSING,4,4,0,2,false,5.0,0
ACCT-1357,Medium,Starter,1962.08,40,12,57.1,2,MISSING,332,17,0,1,false,8.0,0
ACCT-1358,Small,Starter,933.79,45,9,20.2,3,N/A,279,15,0,0,0,1.0,0
ACCT-1359,Medium,Starter,686.47,2,12,46.4,0,3,-25,7,0,0,True,3.0,0
ACCT-1360,Enterprise,Business,210.88,14,18,28.4,2,8,354,3,0,2,false,,0
ACCT-1361,Small,Starter,232.14,24,11,44.6,2,4,168,5,0,1,false,3.0,0
ACCT-1362,Medium,Enterprise,832.81,25,15,41.8,2,MISSING,3,4,0,2,false,6.0,0
ACCT-1363,Medium,Pro,120.77,17,7,27.1,0,7,25,3,0,2,False,10.0,0
ACCT-1364,Large,Pro,1495.34,3,13,10.0,8,10,225,1,0,1,1,3.0,1
ACCT-1365,Small,Pro,586.09,29,15,30.1,2,N/A,180,6,0,5,1,6.0,0
ACCT-1366,Large,Pro,8905.95,23,9,45.3,1,MISSING,66,3,1,0,0,8.0,0
ACCT-1367,Enterprise,Business,4214.7,2,20,31.7,1,N/A,251,9,0,4,false,4.0,0
ACCT-1368,Small,Starter,575.27,11,13,18.9,0,10,210,3,0,3,1,8.0,0
ACCT-1369,Small,Starter,610.9,3,10,27.7,0,8,139,5,1,3,0,7.0,0
ACCT-1370,MISSING,Business,1475.08,7,13,72.1,0,10,316,0,0,0,false,4.0,0
ACCT-1371,Small,Enterprise,2598.11,1,14,47.6,1,3,263,39,0,5,1,3.0,0
ACCT-1372,Enterprise,Business,179.39,9,12,35.7,1,MISSING,196,6,0,2,1,5.0,1
ACCT-1373,Medium,Pro,159.32,14,12,14.4,3,9,284,0,2,0,0,5.0,0
ACCT-1374,Small,Business,404.39,17,15,53.0,0,1,96,6,0,1,true,7.0,0
ACCT-1375,Enterprise,Pro,1060.18,20,11,56.8,2,MISSING,249,16,1,4,0,1.0,0
ACCT-1376,Medium,Pro,989.8,33,7,58.2,1,9,336,12,0,2,False,9.0,0
ACCT-1377,Medium,Starter,1565.28,4,17,33.3,0,MISSING,-10,10,0,5,true,2.0,0
ACCT-1378,Medium,Pro,254.74,2,14,78.7,2,MISSING,285,1,0,5,true,9.0,0
ACCT-1379,Medium,Starter,104.28,34,10,52.1,4,MISSING,215,9,1,2,1,9.0,1
ACCT-1380,Small,Starter,1321.35,3,7,25.0,2,2,59,12,0,2,True,3.0,0
ACCT-1381,Medium,Business,342.9,60,16,22.3,2,6,-25,7,0,2,True,7.0,0
ACCT-1382,MISSING,Starter,132.32,33,13,30.2,1,MISSING,235,18,1,3,False,3.0,0
ACCT-1383,Small,Starter,746.99,13,5,31.8,1,MISSING,66,3,0,2,false,8.0,0
ACCT-1384,Large,Starter,1254.56,60,16,21.4,1,8,119,2,1,0,1,8.0,0
ACCT-1385,Small,Enterprise,603.26,2,6,64.4,1,8,49,16,0,1,False,3.0,0
ACCT-1386,Large,Pro,461.15,6,10,20.9,2,5,-14,8,0,2,true,5.0,0
ACCT-1387,Small,Pro,585.53,18,16,40.9,2,MISSING,107,0,0,2,1,7.0,0
ACCT-1388,MISSING,Business,494.49,8,18,53.3,2,5,109,3,0,1,true,1.0,0
ACCT-1389,Medium,Business,226.23,47,14,33.3,4,5,308,16,0,5,False,3.0,0
ACCT-1390,Small,Starter,375.5,1,11,43.1,1,10,9,0,1,0,True,1.0,0
ACCT-1391,Small,Pro,1009.31,14,18,61.9,3,6,137,0,1,2,False,2.0,1
ACCT-1392,Small,Business,860.35,16,10,8.8,4,MISSING,43,3,1,1,0,,0
ACCT-1393,Medium,Pro,760.86,19,9,23.0,2,0,43,20,0,2,1,7.0,1
ACCT-1394,Small,Starter,300.03,5,13,65.6,1,0,19,19,0,1,1,3.0,1
ACCT-1395,Large,Business,575.25,8,5,5.3,2,9,-21,6,0,3,false,,0
ACCT-1396,Medium,Pro,116.55,33,14,54.7,1,9,72,6,0,3,True,6.0,0
ACCT-1397,Small,Starter,767.23,4,11,81.8,2,4,319,3,0,0,1,2.0,0
ACCT-1398,Medium,Pro,2086.17,32,5,8.1,3,9,357,2,0,1,True,9.0,0
ACCT-1399,Large,Starter,204.53,15,8,21.9,0,8,354,14,0,1,1,8.0,0
ACCT-1400,Small,Starter,416.24,26,14,63.9,2,MISSING,268,1,0,2,True,,0
ACCT-1401,Small,Business,865.48,23,14,24.0,4,0,308,5,1,7,0,,1
ACCT-1402,Small,Starter,1812.16,4,14,29.5,1,MISSING,358,8,0,2,False,9.0,0
ACCT-1403,Large,Pro,464.71,15,16,51.5,2,10,73,1,0,3,True,,0
ACCT-1404,Large,Pro,382.3,36,8,36.2,1,4,259,6,0,3,true,,0
ACCT-1405,Medium,Starter,137.67,10,18,22.7,6,1,249,7,2,1,0,5.0,0
ACCT-1406,Large,Enterprise,722.52,60,16,34.0,0,9,111,11,0,0,False,10.0,0
ACCT-1407,Large,Starter,3407.25,11,8,12.1,1,6,266,2,0,1,1,6.0,0
ACCT-1408,Medium,Starter,830.38,3,10,6.7,2,7,139,3,0,1,1,,0
ACCT-1409,Enterprise,Starter,653.39,9,7,42.5,2,6,-18,7,0,1,false,4.0,0
ACCT-1410,Small,Starter,860.63,55,7,32.7,4,10,126,33,0,1,0,5.0,1
ACCT-1411,Small,Starter,659.27,7,13,8.2,0,9,143,2,0,5,true,6.0,1
ACCT-1412,Small,Business,347.09,36,12,22.1,2,2,131,34,0,5,0,6.0,0
ACCT-1413,Small,Enterprise,1285.14,38,16,16.1,1,9,101,10,1,2,false,5.0,1
ACCT-1414,Medium,Starter,796.8,8,9,62.1,2,N/A,-3,14,0,3,0,3.0,0
ACCT-1415,Enterprise,Pro,674.58,2,10,11.5,0,3,52,1,0,3,False,2.0,1
ACCT-1416,Small,Business,304.82,23,12,53.4,0,MISSING,354,3,0,2,false,7.0,0
ACCT-1417,Small,Business,1887.12,7,19,32.8,1,9,332,0,1,0,False,1.0,1
ACCT-1418,Medium,Pro,1132.02,27,10,42.8,3,MISSING,238,4,0,2,false,5.0,0
ACCT-1419,Enterprise,Starter,427.38,11,10,43.6,3,4,220,32,0,2,True,4.0,0
ACCT-1420,Small,Starter,1482.46,12,12,24.5,0,MISSING,339,1,0,2,False,7.0,1
ACCT-1421,Medium,Business,446.73,27,12,73.1,2,10,75,7,0,2,False,,0
ACCT-1422,Small,Business,355.81,9,11,27.7,2,9,230,0,0,3,True,8.0,0
ACCT-1423,Small,Starter,362.21,11,8,37.3,1,9,322,10,0,2,True,,0
ACCT-1424,MISSING,Starter,161.28,8,14,17.0,2,0,-17,2,0,3,true,10.0,0
ACCT-1425,MISSING,Enterprise,969.94,8,13,49.5,3,MISSING,49,1,0,1,True,1.0,0
